City,District,Street,Price,Price_per_m,Area,Room number,Start date,Scraping date,Listing url,Floor,Floors number,Days difference
Poznań  ,Jeżyce,Druskienicka,598 000,11 500,52,2,2024-08-28,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-jezyce-druskienicka/ob/36721401,4,4,113
Poznań  ,Wilda,Dolna Wilda,725 000,11 885,61,3,2024-07-22,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-wilda-dolna-wilda/ob/35271251,3,4,150
Poznań  ,Nieznana,Poznań,619 000,12 137,51,2,2024-06-09,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-wilkonskich/oi/34832813,7,7,193
Poznań  ,Nowe Miasto,Os. Rusa,665 000,8 439,78,3,2024-10-28,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-os-rusa/ob/37883965,14,16,52
Poznań  ,Stare Miasto,Grobla,270 000,10 727,25,1,2024-12-16,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-stare-miasto-grobla/ob/38812099,5,5,3
Poznań  ,Grunwald,Wałbrzyska,1 238 000,15 271,81,4,2024-06-24,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald-walbrzyska/ob/34984763,5,8,178
Poznań  ,Jeżyce,Janusza Meissnera,1 125 000,14 423,78,4,2024-10-01,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-janusza-meissnera/ob/37349731,5,5,79
Poznań  ,Stare Miasto,Sielawy,840 000,12 457,67,3,2024-09-02,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-sielawy/ob/36814455,0,0,108
Poznań  ,Nowe Miasto,Katowicka,899 000,14 835,60,3,2024-12-12,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-nowe-miasto-katowicka/ob/38726667,1,4,7
Poznań  ,Stare Miasto,Za Groblą,950 000,13 014,73,3,2024-10-25,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-stare-miasto-grobla/ob/37843185,5,5,55
Poznań  ,Piątkowo,Piątkowo,689 500,12 444,55,2,2024-12-05,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-piatkowo-ludwika-braille-a/oi/38560879,1,4,14
Poznań  ,Winogrady,Winogrady,489 000,10 273,47,3,2024-10-26,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-winogrady-przyjazni/oi/37860609,4,4,54
Poznań  ,Wilda,Wilda,849 000,11 792,72,3,2024-11-07,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-wilda-wierzbiecice/ob/38059071,2,4,42
Poznań  ,Piątkowo,Piątkowo,599 000,11 980,50,2,2024-12-04,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-piatkowo-stefana-batorego/oi/38535005,2,4,15
Poznań  ,Grunwald,Grunwald,645 000,11 727,55,3,2024-06-29,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald-grunwaldzka/oi/35044391,3,4,173
Poznań  ,Rataje,Rataje,715 000,11 224,63,3,2024-11-16,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-rataje-os-armii-krajowej/ob/38222765,4,4,33
Poznań  ,Winogrady,Os. Kosmonautów,569 000,12 030,47,3,2024-12-18,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-winogrady-os-kosmonautow/ob/38832605,0,4,1
Poznań  ,Winiary,Winiary,525 000,15 000,35,1,2024-12-14,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-winiary/ob/38774147,3,3,5
Poznań  ,Nieznana,Poznań,700 000,10 401,67,5,2024-12-13,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-sedziwoja/oi/38753697,3,4,6
Poznań  ,Sołacz,Michałowska,495 000,9 340,53,3,2024-12-14,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-solacz-michalowska/ob/38773763,4,4,5
Poznań  ,Piątkowo,Osiedle Bolesława Śmiałego,599 000,9 359,64,3,2024-10-10,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-piatkowo-boleslawa-smialego/ob/37542375,3,4,70
Poznań  ,Wilda,Rolna,629 000,12 580,50,3,2024-09-10,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-wilda-rolna/ob/36976179,2,4,100
Poznań  ,Umultowo,Os. Różany Potok,939 000,8 536,110,3,2024-12-04,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-umultowo-rozany-potok/ob/38534473,1,1,15
Poznań  ,Naramowice,Naramowicka,529 000,11 498,46,2,2024-10-24,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-naramowice-naramowicka/ob/37815615,0,5,56
Poznań  ,Piątkowo,Piątkowo,779 000,8 560,91,4,2021-10-22,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-piatkowo/ob/23551771,1,2,1154
Poznań  ,Strzeszyn,Strzeszyn,630 000,14 318,44,2,2024-12-17,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-strzeszyn/ob/38827539,2,2,2
Poznań  ,Jeżyce,św. Wawrzyńca,765 000,15 908,48,2,2024-10-17,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-jezyce-sw-wawrzynca/ob/37681059,0,5,63
Poznań  ,Wilda,Dolna Wilda,575 000,9 914,58,2,2024-08-01,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-wilda-dolna-wilda/ob/35463597,3,5,140
Poznań  ,Jeżyce,Janusza Zeylanda,820 000,10 237,80,2,2024-11-19,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-jezyce-janusza-zeylanda/ob/38256835,2,4,30
Poznań  ,Grunwald,Ziębicka,820 000,13 889,59,3,2024-12-09,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald-ziebicka/ob/38610789,0,4,10
Poznań  ,Naramowice,Naramowice,779 000,8 560,91,4,2020-09-06,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-naramowice/ob/19748333,1,2,1565
Poznań  ,Grunwald,Grunwald,424 000,10 495,40,1,2024-12-06,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald/ob/38577587,1,3,13
Poznań  ,Wilda,Romualda Traugutta,449 000,16 599,27,1,2024-12-06,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-wilda-romualda-traugutta/ob/38570863,5,6,13
Poznań  ,Stare Miasto,Rybaki,369 000,11 942,30,1,2024-11-01,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-stare-miasto-rybaki/ob/37952221,5,5,48
Poznań  ,Wilda,Jana Umińskiego,415 000,13 009,31,1,2024-12-02,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-wilda-jana-uminskiego/ob/38477915,0,4,17
Poznań  ,Winogrady,Hawelańska,529 000,12 928,40,2,2024-10-24,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-winogrady-hawelanska/ob/37814947,2,5,56
Poznań  ,Żegrze,Milczańska,699 000,13 189,53,2,2024-11-14,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-zegrze-milczanska/ob/38183671,3,3,35
Poznań  ,Wilda,Bukowa,398 000,8 984,44,3,2024-10-23,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-wilda-bukowa/ob/37797539,3,3,57
Poznań  ,Grunwald,Marcelińska,629 000,15 725,40,2,2024-12-18,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald-marcelinska-ataner/ob/38833997,4,8,1
Poznań  ,Grunwald,Świerzawska,897 600,19 710,45,3,2024-12-09,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald-swierzawska/ob/38606913,3,3,10
Poznań  ,Grunwald,Świerzawska,838 929,18 269,45,3,2024-12-09,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald-swierzawska/ob/38606911,9,9,10
Poznań  ,Piątkowo,Umultowska,695 000,12 729,54,3,2024-12-01,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-piatkowo-umultowska/ob/38475417,3,4,18
Poznań  ,Grunwald,Świerzawska,1 360 000,14 881,91,3,2024-10-08,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald-swierzawska/ob/37495503,4,6,72
Poznań  ,Naramowice,Bratumiły,659 000,10 884,60,3,2024-07-01,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-naramowice-bratumily/ob/35065371,1,2,171
Poznań  ,Naramowice,Naramowicka,599 000,8 694,68,3,2024-12-13,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-naramowice-naramowicka/ob/38754051,0,1,6
Poznań  ,Grunwald,Husarska,599 000,11 609,51,3,2024-12-13,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald-husarska/ob/38754047,2,4,6
Poznań  ,Stary Grunwald,Rycerska,669 000,12 389,54,2,2024-11-28,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald-rycerska/ob/38423149,3,4,21
Poznań  ,Jeżyce,Turkusowa,479 000,12 842,37,2,2024-11-15,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-jezyce-turkusowa/ob/38203047,7,10,34
Poznań  ,Sołacz,Sochaczewska,499 000,9 415,53,3,2024-12-18,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-solacz-sochaczewska/ob/38831901,4,4,1
Poznań  ,Naramowice,Rubież,730 000,10 595,68,3,2024-12-04,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-naramowice-rubiez/ob/38537185,1,4,15
Poznań  ,Stary Grunwald,Ptasia,699 000,12 210,57,2,2024-11-14,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald-ptasia/ob/38185877,0,6,35
Poznań  ,Piątkowo,Osiedle Bolesława Śmiałego,591 000,10 000,59,3,2024-12-03,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-piatkowo-boleslawa-smialego/ob/38520059,4,4,16
Poznań  ,Grunwald,Marcelińska,525 000,14 768,35,2,2024-11-25,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-marcelinska/ob/38361847,6,8,24
Poznań  ,Łazarz,Śniadeckich,849 000,8 389,101,4,2024-11-26,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-lazarz-sniadeckich/ob/38374457,3,3,23
Poznań  ,Grunwald,Brzeźnicka,595 000,10 732,55,3,2024-11-14,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald-brzeznicka/ob/38183675,0,4,35
Poznań  ,Jeżyce,Zwierzyniecka,789 000,15 840,49,2,2024-11-09,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-jezyce-zwierzyniecka/ob/38099173,3,4,40
Poznań  ,Wilda,Wilda,580 000,11 355,51,3,2024-12-12,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-wilda/ob/38722407,1,5,7
Poznań  ,Winogrady,Osiedle Wichrowe Wzgórze,599 000,9 230,64,4,2024-11-07,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-winogrady-wichrowe-wzgorze/ob/38060873,4,4,42
Poznań  ,Grunwald,Promienista,649 000,12 954,50,2,2024-10-21,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald-promienista/ob/37747491,4,4,59
Poznań  ,Jeżyce,Stanisława Staszica,625 000,8 224,76,3,2024-11-08,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-jezyce-im-stanislawa-staszica/ob/38072125,3,4,41
Poznań  ,Ławica,Ławica,639 000,12 459,51,3,2024-11-12,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-lawica-anny-leskiej-daab/ob/38134383,3,3,37
Poznań  ,Piątkowo,Teofila Mateckiego,640 000,12 030,53,2,2024-10-21,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-piatkowo-teofila-mateckiego/ob/37747489,4,4,59
Poznań  ,Wilda,Gothilfa Bergera,1 050 000,14 220,73,4,2024-11-06,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-wilda-gothilfa-bergera/ob/38028629,6,6,43
Poznań  ,Grunwald,Brzask,899 000,12 806,70,3,2024-11-05,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald-brzask/ob/38007891,0,5,44
Poznań  ,Naramowice,Sielawy,610 000,11 980,50,2,2024-11-14,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-naramowice-sielawy/ob/38181167,2,4,35
Poznań  ,Grunwald,Jugosłowiańska,449 000,14 578,30,1,2024-10-15,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald-jugoslowianska/ob/37624021,7,11,65
Poznań  ,Winogrady,Kosmonautów,470 000,9 937,47,3,2024-11-21,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-winogrady-kosmonautow/ob/38365131,3,4,28
Poznań  ,Łazarz,Głogowska,1 068 000,8 902,119,4,2024-10-22,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-lazarz-glogowska/ob/37769121,3,4,58
Poznań  ,Chartowo,Os. Lecha,670 000,8 701,77,3,2024-10-15,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-chartowo-lecha/ob/37628567,0,0,65
Poznań  ,Dębiec,Osiedle Dębina,445 000,9 368,47,2,2024-12-16,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-debiec-debina/ob/38811755,9,10,3
Poznań  ,Sołacz,Maczka,329 000,11 345,29,1,2024-12-16,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-solacz-generala-stanislawa-maczka/ob/38797435,8,10,3
Poznań  ,Wilda,Przemysłowa,449 500,12 452,36,2,2024-10-14,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-wilda-przemyslowa/ob/37609761,5,5,66
Poznań  ,Winogrady,Os. Kosmonautów,570 000,12 051,47,3,2024-12-01,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-winogrady-os-kosmonautow/ob/38497567,0,4,18
Poznań  ,Grunwald,Heweliusza,899 000,14 036,64,3,2024-09-28,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald-heweliusza/ob/37306259,0,4,82
Poznań  ,Grunwald,Jeleniogórska,1 315 000,14 775,89,4,2024-11-05,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald-jeleniogorska/ob/38136503,2,3,44
Poznań  ,Centrum,Towarowa,1 400 000,19 644,71,3,2024-09-09,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-centrum-towarowa/ob/36946007,4,6,101
Poznań  ,Rataje,Toruńska,440 000,8 779,50,2,2024-11-22,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-rataje-torunska/ob/38321317,0,4,27
Poznań  ,Grunwald,Stanisława Karwowskiego,470 000,7 344,64,3,2024-10-17,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald-stanislawa-karwowskiego/ob/37677965,0,3,63
Poznań  ,Naramowice,Tyrwacka,599 000,9 463,63,4,2024-10-31,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-naramowice-tyrwacka/ob/37935183,3,3,49
Poznań  ,Stare Miasto,Stare Miasto,1 298 000,15 878,81,3,2024-10-17,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-stare-miasto/ob/37679479,3,3,63
Poznań  ,Winogrady,Przyjaźni Polsko-Węgierskiej,549 000,11 534,47,3,2024-10-08,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-winogrady-przyjazni/ob/37498173,4,4,72
Poznań  ,Stare Miasto,Os. Kosmonautów,670 000,10 324,64,3,2024-11-18,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-kosmonautow/ob/38243531,1,4,31
Poznań  ,Stare Miasto,Stare Miasto,725 000,11 885,61,2,2024-12-11,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-stare-miasto/ob/38703965,3,5,8
Poznań  ,Jeżyce,Klemensa Janickiego,781 000,10 706,72,3,2024-11-29,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-klemensa-janickiego/ob/38444827,5,6,20
Poznań  ,Jeżyce,Zwierzyniecka,1 049 000,14 413,72,3,2024-09-09,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-jezyce-zwierzyniecka/ob/36959559,3,4,101
Poznań  ,Rataje,Rusa,430 000,9 451,45,2,2024-11-12,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-rataje-rusa/ob/38133021,8,10,37
Poznań  ,Piątkowo,Herbowa,449 000,11 572,38,2,2024-10-26,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-piatkowo-herbowa/ob/37862035,2,4,54
Poznań  ,Grunwald,Kamiennogórska,649 000,12 851,50,3,2024-10-07,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald-kamiennogorska/ob/37479591,2,4,73
Poznań  ,Jeżyce,Kazimierza Janickiego,689 000,10 937,63,3,2024-12-16,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-jezyce-kazimierza-janickiego/ob/38811707,4,4,3
Poznań  ,Jeżyce,Jeżyce,799 000,12 868,62,2,2024-09-27,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-jezyce/ob/37291987,3,4,83
Poznań  ,Winogrady,Kosmonautów,469 000,9 915,47,3,2024-03-08,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-winogrady-kosmonautow/ob/33653391,0,4,286
Poznań  ,Naramowice,Bolka,569 000,10 383,54,2,2024-04-12,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-naramowice-bolka/ob/34262909,0,4,251
Poznań  ,Naramowice,Naramowicka,585 000,10 290,56,3,2024-07-10,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-naramowice-naramowicka/ob/35159771,2,4,162
Poznań  ,Naramowice,Sarmacka,589 000,9 276,63,3,2024-09-02,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-naramowice-sarmacka/ob/36814127,4,4,108
Poznań  ,Stare Miasto,Kazimierza Wielkiego,599 900,9 676,62,3,2024-07-30,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-stare-miasto-kazimierza-wielkiego/ob/35343489,0,4,142
Poznań  ,Centrum,Kazimierza Kantaka,849 000,10 107,84,2,2024-06-27,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-centrum-kantaka-kazimierza/ob/38497543,0,3,175
Poznań  ,Łazarz,Marcelego Mottego,315 000,6 506,48,2,2024-01-12,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-lazarz-marcelego-mottego/ob/33031741,0,1,342
Poznań  ,Stare Miasto,Os. Zwycięstwa,525 000,9 906,53,3,2024-08-20,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-stare-miasto-os-zwyciestwa/ob/36643553,4,4,121
Poznań  ,Grunwald,Grunwald,557 790,17 513,31,2,2024-10-23,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald/ob/37778955,8,8,57
Poznań  ,Winogrady,Przyjaźni Polsko-Węgierskiej,569 000,9 844,57,3,2024-10-23,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-winogrady-przyjazni/ob/37793099,4,4,57
Poznań  ,Piątkowo,Bolesława Chrobrego,570 000,9 135,62,5,2024-07-16,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-piatkowo-boleslawa-chrobrego/ob/35221487,1,3,156
Poznań  ,Górczyn,Górki,579 000,10 877,53,3,2024-09-05,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-gorczyn-gorki/ob/36883483,3,3,105
Poznań  ,Grunwald,Ceglana,1 149 000,15 699,73,3,2024-03-27,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald-ceglana/ob/34013447,1,3,267
Poznań  ,Wilda,Wierzbięcice,469 000,8 626,54,2,2024-09-20,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-wilda-wierzbiecice/ob/37150305,3,4,90
Poznań  ,Rataje,Orła Białego,537 950,11 397,47,2,2024-10-05,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-rataje-orla-bialego/ob/37457977,2,16,75
Poznań  ,Centrum,Plac Wolności,375 020,17 524,21,1,2023-07-10,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-centrum-plac-wolnosci/ob/31074533,6,6,528
Poznań  ,Grunwald Południe,Os. Kopernika,499 000,11 825,42,2,2024-05-09,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald-os-kopernika/ob/34521517,9,11,224
Poznań  ,Stare Miasto,Dominikańska,529 000,17 065,31,1,2024-05-20,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-stare-miasto-dominikanska/ob/34629637,1,5,213
Poznań  ,Komandoria,Andrzeja Łaskarza,640 000,8 939,71,3,2024-11-04,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-ostrow-tumski-srodka-zawady-komandoria-andrzeja-laskarza/ob/38008651,10,10,45
Poznań  ,Nowe Miasto,Katowicka,660 000,13 043,50,2,2024-11-06,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-nowe-miasto-katowicka/ob/38136501,4,7,43
Poznań  ,Stare Miasto,Przyjaźni Polsko-Węgierskiej,489 000,10 273,47,3,2024-11-30,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-stare-miasto-przyjazni/oi/38463267,3,4,19
Poznań  ,Wilda,Saperska,569 000,11 589,49,2,2024-10-17,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-wilda-saperska/ob/37679013,1,4,63
Poznań  ,Jeżyce,Jana Henryka Dąbrowskiego,530 000,8 689,61,2,2024-07-26,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-jezyce-dabrowskiego-jana-henryka/ob/35314409,1,3,146
Poznań  ,Wilda,Jana Umińskiego,630 000,10 430,60,3,2024-09-10,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-wilda-jana-uminskiego/ob/36972913,4,4,100
Poznań  ,Winogrady,Zwycięstwa,547 000,10 321,53,3,2024-09-09,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-winogrady-zwyciestwa/ob/36957135,3,4,101
Poznań  ,Piątkowo,Piątkowo,565 000,12 556,45,2,2024-11-04,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-piatkowo/ob/37998531,2,2,45
Poznań  ,Wilda,Wierzbięcice,687 000,7 816,87,4,2024-12-02,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-wilda-wierzbiecice/oi/38504281,1,4,17
Poznań  ,Naramowice,Naramowice,395 000,10 340,38,2,2024-07-30,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-naramowice/ob/35351961,3,4,142
Poznań  ,Zieliniec,Sarnia,1 249 000,13 287,94,4,2024-10-03,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-antoninek-zieliniec-kobylepole-sarnia/ob/37404485,4,4,77
Poznań  ,Łazarz,Kazimierza Jarochowskiego,289 000,12 675,22,1,2024-03-30,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-lazarz-kazimierza-jarochowskiego/ob/34082771,0,2,264
Poznań  ,Rataje,Tysiąclecia,459 000,10 088,45,2,2024-07-08,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-rataje-tysiaclecia/ob/35131961,6,10,164
Poznań  ,Piątkowo,Bolesława Chrobrego,849 000,11 535,73,3,2024-08-13,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-piatkowo-boleslawa-chrobrego/ob/36463863,2,4,128
Poznań  ,Łazarz,Głogowska,1 050 000,10 825,97,3,2023-04-17,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-lazarz-glogowska/ob/30178957,3,3,612
Poznań  ,Rataje,Starołęcka,410 000,11 681,35,2,2023-09-11,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-rataje-starolecka/ob/31744403,0,3,465
Poznań  ,Stare Miasto,Wielkopolski,679 000,14 697,46,3,2024-09-22,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-stare-miasto-plac-wielkopolski/ob/37187449,1,4,88
Poznań  ,Jeżyce,Dojazd,699 000,7 836,89,3,2024-06-12,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-jezyce-dojazd-golecin/ob/34881719,0,3,190
Poznań  ,Grunwald,Piotra Ściegiennego,520 000,9 386,55,3,2024-04-26,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald-piotra-sciegiennego/ob/34411341,1,10,237
Poznań  ,Piątkowo,Bolesława Chrobrego,529 000,10 840,48,2,2024-05-20,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-piatkowo-boleslawa-chrobrego/ob/34628475,10,11,213
Poznań  ,Górczyn,Górczyn,490 000,8 750,56,3,2023-07-19,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-gorczyn/ob/31171751,3,3,519
Poznań  ,Strzeszyn,Augusta Emila Fieldorfa,565 000,11 300,50,2,2024-07-14,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-strzeszyn-fieldorfa/ob/35199877,1,1,158
Poznań  ,Piątkowo,Stefana Batorego,599 000,9 159,65,3,2024-02-19,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-piatkowo-stefana-batorego/ob/33410029,4,4,304
Poznań  ,Chwaliszewo,Mostowa,1 250 000,18 876,66,3,2024-07-23,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-stare-miasto-mostowa/ob/35283017,2,5,149
Poznań  ,Nowe Miasto,Skowrońskiego,998 000,15 230,65,4,2024-07-15,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-nowe-miasto-skowronskiego/ob/37940163,2,4,157
Poznań  ,Piątkowo,Piątkowo,574 750,9 500,60,2,2024-06-24,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-piatkowo/ob/34995267,1,4,178
Poznań  ,Grunwald,Grunwald,475 000,10 820,43,3,2024-08-18,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald/ob/36537059,1,2,123
Poznań  ,Grunwald,Pawła Włodkowica,580 000,10 175,57,2,2024-07-20,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald-pawla-wlodkowica/ob/35258419,1,1,152
Poznań  ,Jeżyce,Jeżycka,650 000,9 233,70,4,2024-04-16,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-jezyce-jezycka/ob/34302453,1,4,247
Poznań  ,Stare Miasto,Stefana Batorego,630 000,11 887,53,2,2024-02-01,2024-12-19,https://gratka.pl/nieruchomosci/mieszkanie-poznan-stare-miasto-stefana-batorego/ob/33220269,1,1,322
